Code,Description,Category,CreatedAt
ZB021,Zigbee DUT Telnet login Fail,Zigbee Test Function Issue,2026-04-29
ZB022,Zigbee RSSI Test Fail,Zigbee Test Function Issue,2026-04-29
AT001,Audio test fail,Audio Test Function Issue,2026-04-29
AT002,Mic compare test fail,Audio Test Function Issue,2026-04-29
AT003,Mic Frequency response test fail,Audio Test Function Issue,2026-04-29
AT004,Mic THD test fail,Audio Test Function Issue,2026-04-29
AT005,Speaker SPL test fail,Audio Test Function Issue,2026-04-29
AT006,Speaker THD test fail,Audio Test Function Issue,2026-04-29
AT007,Speaker R&B test fail,Audio Test Function Issue,2026-04-29
AT008,Audio Tester Initial Fail,Audio Test Function Issue,2026-04-29
AT009,Status of audio Tester incorrect,Audio Test Function Issue,2026-04-29
AT010,Mic Seal_Delta test fail,Audio Test Function Issue,2026-04-29
AT011,Internal Sealing test fail,Audio Test Function Issue,2026-04-29
AT012,Phonejack SPL fail,Audio Test Function Issue,2026-04-29
AT013,Phonejack THD fail,Audio Test Function Issue,2026-04-29
AT014,Phonejack R&B fail,Audio Test Function Issue,2026-04-29
MC001,MoCA Power Level Test Fail,MoCA Test Function Issue,2026-04-29
MC002,S11 Return Loss Test Fail,MoCA Test Function Issue,2026-04-29
MC003,MoCA Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC004,MoCA TX Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC005,MoCA RX Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC006,Check MoCA Board Connection Fail,MoCA Test Function Issue,2026-04-29
MC008,MoCA WAN Frequency Accuracy Test Fail,MoCA Test Function Issue,2026-04-29
MC009,MoCA LAN Frequency Accuracy Test Fail,MoCA Test Function Issue,2026-04-29
MC010,MoCA WAN PHY Rate Test Fail,MoCA Test Function Issue,2026-04-29
MC011,MoCA LAN PHY Rate Test Fail,MoCA Test Function Issue,2026-04-29
MC012,MoCA WAN Return Loss Test Fail,MoCA Test Function Issue,2026-04-29
MC013,MoCA LAN Return Loss Test Fail,MoCA Test Function Issue,2026-04-29
MC014,MoCA WAN TX Power Test Fail,MoCA Test Function Issue,2026-04-29
MC015,MoCA LAN TX Power Test Fail,MoCA Test Function Issue,2026-04-29
MC016,MoCA WAN TX Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC017,MoCA WAN RX Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC018,MoCA LAN TX Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC019,MoCA LAN RX Throughput Test Fail,MoCA Test Function Issue,2026-04-29
MC020,Set MoCA LAN parameter Test Fail,MoCA Test Function Issue,2026-04-29
MC021,Set MoCA WAN parameter Test Fail,MoCA Test Function Issue,2026-04-29
ZW001,Burn Calibration FW Test Fail,Z-Wave Test Function Issue,2026-04-29
ZW002,Burn RF Link Test FW Fail,Z-Wave Test Function Issue,2026-04-29
ZW003,Burn Normal FW Fail,Z-Wave Test Function Issue,2026-04-29
ZW004,Z-Wave TX Test Fail,Z-Wave Test Function Issue,2026-04-29
ZW005,Z-Wave RX Test Fail,Z-Wave Test Function Issue,2026-04-29
ZW006,Z-Wave RSSI Test Fail,Z-Wave Test Function Issue,2026-04-29
ZW007,Z-Wave Self Calibration Test Fail,Z-Wave Test Function Issue,2026-04-29
ZW008,Check Z-Wave Golden Status Fail,Z-Wave Test Function Issue,2026-04-29
ZW009,Check Z-Wave DUT Status Fail,Z-Wave Test Function Issue,2026-04-29
ZW010,Z-Wave Golden Telnet login Fail,Z-Wave Test Function Issue,2026-04-29
ZW011,Z-Wave DUT Telnet login Fail,Z-Wave Test Function Issue,2026-04-29
